Fe,Cu,species,Si_Al,calcination_temp,calcination_time,Aging_O2,Aging_H2O,Aging_CO2,Aging_Temp,Aging_Time,NO,NH3,O2,H2O,GHSV,Measurement_Temp,Conversion
1.0,0.0,ZSM-5,11.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,200.665188470066,7.61904761904763
1.0,0.0,ZSM-5,11.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,249.223946784922,19.2857142857142
1.0,0.0,ZSM-5,11.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,300.443458980044,44.7619047619047
1.0,0.0,ZSM-5,11.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,350.997782705099,75.2380952380952
1.0,0.0,ZSM-5,11.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,400.221729490022,79.2857142857142
1.0,0.0,ZSM-5,11.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,449.445676274944,80.7142857142857
1.0,0.0,ZSM-5,11.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,500.0,79.7619047619047
1.0,0.0,ZSM-5,11.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,549.223946784922,75.7142857142857
5.0,0.0,ZSM-5,11.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,199.334811529933,21.6666666666666
5.0,0.0,ZSM-5,11.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,250.554323725055,47.3809523809523
5.0,0.0,ZSM-5,11.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,300.443458980044,75.7142857142857
5.0,0.0,ZSM-5,11.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,349.667405764966,90.4761904761904
5.0,0.0,ZSM-5,11.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,399.556541019955,93.5714285714285
5.0,0.0,ZSM-5,11.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,450.110864745011,92.6190476190476
5.0,0.0,ZSM-5,11.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,500.665188470066,93.3333333333333
5.0,0.0,ZSM-5,11.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,549.223946784922,83.5714285714285
7.5,0.0,ZSM-5,11.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,199.334811529933,24.5238095238095
7.5,0.0,ZSM-5,11.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,249.889135254988,50.0
7.5,0.0,ZSM-5,11.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,299.778270509977,78.3333333333333
7.5,0.0,ZSM-5,11.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,348.337028824833,92.1428571428571
7.5,0.0,ZSM-5,11.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,399.556541019955,95.2380952380952
7.5,0.0,ZSM-5,11.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,450.776053215077,93.0952380952381
7.5,0.0,ZSM-5,11.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,500.0,91.6666666666666
7.5,0.0,ZSM-5,11.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,547.893569844789,81.1904761904762
2.5,0.0,ZSM-5,25.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,199.298245614035,4.30379746835443
2.5,0.0,ZSM-5,25.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,248.421052631578,21.0126582278481
2.5,0.0,ZSM-5,25.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,299.649122807017,48.3544303797468
2.5,0.0,ZSM-5,25.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,349.473684210526,85.5696202531645
2.5,0.0,ZSM-5,25.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,400.701754385965,84.3037974683544
2.5,0.0,ZSM-5,25.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,450.526315789473,82.7848101265822
2.5,0.0,ZSM-5,25.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,501.052631578947,80.506329113924
2.5,0.0,ZSM-5,25.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,550.877192982456,70.379746835443
2.5,0.0,ZSM-5,40.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,198.59649122807,3.29113924050632
2.5,0.0,ZSM-5,40.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,250.526315789473,10.126582278481
2.5,0.0,ZSM-5,40.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,299.649122807017,43.5443037974683
2.5,0.0,ZSM-5,40.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,349.473684210526,79.4936708860759
2.5,0.0,ZSM-5,40.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,401.403508771929,82.0253164556962
2.5,0.0,ZSM-5,40.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,451.929824561403,80.253164556962
2.5,0.0,ZSM-5,40.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,499.649122807017,80.0
2.5,0.0,ZSM-5,40.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,550.175438596491,68.1012658227848
0.0,1.6,ZSM-5,40.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,200.0,70.0564971751412
0.0,1.6,ZSM-5,40.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,250.28901734104,89.8305084745762
0.0,1.6,ZSM-5,40.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,301.445086705202,94.0677966101695
0.0,1.6,ZSM-5,40.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,352.601156069364,89.8305084745762
0.0,1.6,ZSM-5,40.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,402.023121387283,85.8757062146892
0.0,1.6,ZSM-5,40.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,451.445086705202,79.6610169491525
0.0,1.6,ZSM-5,40.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,500.867052023121,74.2937853107344
0.0,1.6,ZSM-5,40.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,5.0,6.0,5.7,550.28901734104,63.2768361581921
0.0,1.6,ZSM-5,40.0,500.0,6.0,0.0,0.0,0.0,700.0,24.0,500.0,500.0,5.0,6.0,5.7,200.0,22.5988700564971
0.0,1.6,ZSM-5,40.0,500.0,6.0,0.0,0.0,0.0,700.0,24.0,500.0,500.0,5.0,6.0,5.7,247.687861271676,47.457627118644
0.0,1.6,ZSM-5,40.0,500.0,6.0,0.0,0.0,0.0,700.0,24.0,500.0,500.0,5.0,6.0,5.7,298.843930635838,54.5197740112994
0.0,1.6,ZSM-5,40.0,500.0,6.0,0.0,0.0,0.0,700.0,24.0,500.0,500.0,5.0,6.0,5.7,350.0,59.6045197740113
0.0,1.6,ZSM-5,40.0,500.0,6.0,0.0,0.0,0.0,700.0,24.0,500.0,500.0,5.0,6.0,5.7,396.820809248554,66.3841807909604
0.0,1.6,ZSM-5,40.0,500.0,6.0,0.0,0.0,0.0,700.0,24.0,500.0,500.0,5.0,6.0,5.7,452.312138728323,69.774011299435
0.0,1.6,ZSM-5,40.0,500.0,6.0,0.0,0.0,0.0,700.0,24.0,500.0,500.0,5.0,6.0,5.7,501.734104046242,72.0338983050847
0.0,1.6,ZSM-5,40.0,500.0,6.0,0.0,0.0,0.0,700.0,24.0,500.0,500.0,5.0,6.0,5.7,548.554913294797,65.2542372881356
0.0,1.4,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,140.080971659919,8.03212851405622
0.0,1.4,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,179.757085020242,10.441767068273
0.0,1.4,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,220.850202429149,24.8995983935742
0.0,1.4,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,261.943319838056,61.0441767068273
0.0,1.4,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,300.202429149797,87.14859437751
0.0,1.4,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,341.295546558704,98.3935742971887
0.0,1.4,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,380.971659919028,95.1807228915662
0.0,1.4,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,419.230769230769,77.5100401606425
0.0,1.4,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,463.157894736841,65.0602409638554
0.0,1.4,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,502.834008097166,57.429718875502
0.0,2.6,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,140.080971659919,9.63855421686746
0.0,2.6,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,179.757085020242,20.8835341365461
0.0,2.6,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,220.850202429149,69.4779116465863
0.0,2.6,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,259.10931174089,95.1807228915662
0.0,2.6,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,300.202429149797,98.7951807228915
0.0,2.6,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,338.461538461538,99.9999999999999
0.0,2.6,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,375.303643724696,90.7630522088353
0.0,2.6,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,416.396761133603,77.1084337349397
0.0,2.6,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,461.740890688259,66.2650602409638
0.0,2.6,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,499.999999999999,56.2248995983935
0.0,4.9,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,138.663967611336,10.0401606425702
0.0,4.9,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,179.757085020242,51.004016064257
0.0,4.9,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,220.850202429149,96.7871485943775
0.0,4.9,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,260.526315789473,99.5983935742971
0.0,4.9,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,298.785425101214,99.5983935742971
0.0,4.9,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,339.878542510121,87.14859437751
0.0,4.9,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,383.805668016194,74.6987951807228
0.0,4.9,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,420.647773279352,63.8554216867469
0.0,4.9,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,461.740890688259,52.6104417670682
0.0,4.9,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,501.417004048582,43.3734939759036
0.0,1.2,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,141.497975708501,5.22088353413654
0.0,1.2,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,175.506072874493,10.441767068273
0.0,1.2,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,219.433198380566,46.5863453815261
0.0,1.2,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,260.526315789473,73.0923694779116
0.0,1.2,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,300.202429149797,77.9116465863453
0.0,1.2,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,341.295546558704,74.29718875502
0.0,1.2,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,380.971659919028,66.2650602409638
0.0,1.2,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,426.315789473684,56.2248995983935
0.0,1.2,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,9.5,0.0,0.9,461.740890688259,48.9959839357429
0.0,5.0,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,5.0,0.0,0.12,200.0,70.53
0.0,5.0,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,5.0,0.0,0.12,250.0,82.4
0.0,10.0,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,5.0,0.0,0.12,200.0,60.73
0.0,10.0,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,5.0,0.0,0.12,250.0,72.05
5.0,0.0,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,5.0,0.0,0.12,200.0,31.5
5.0,0.0,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,5.0,0.0,0.12,250.0,45.3
10.0,0.0,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,5.0,0.0,0.12,200.0,29.0
10.0,0.0,ZSM-5,25.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,5.0,0.0,0.12,250.0,46.2
2.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,99.2502599904871,8.42570721443371
2.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,125.341212321533,18.7148811299307
2.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,149.373201228606,28.0684923776432
2.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,174.74182339995,43.2761219899551
2.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,199.952435848858,81.4346637859451
2.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,223.924768023991,99.4534153479035
2.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,250.081826463403,100.0
2.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,274.179921478842,99.8923760308925
2.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,300.34342929468,99.6428657804148
2.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,325.818466177051,99.3937586159638
2.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,349.914948848383,99.3796506050321
2.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,376.076844320114,99.3643333360205
2.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,400.929516377385,89.5137170174858
2.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,427.101085913755,88.0932418596776
2.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,451.216916714365,85.2688180711527
2.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,474.642664237401,82.6789903501205
2.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,500.130599872624,80.5563393339406
4.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,99.1938279467604,16.6224615657473
4.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,125.273493869061,28.5509863515071
4.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,149.182944624041,55.7032641906435
4.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,174.382270664205,95.5011568568963
4.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,199.825060664447,99.9359093217674
4.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,223.919930991672,100.0
4.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,248.70972162879,99.4389042509452
4.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,273.491450545375,99.8927791169191
4.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,301.031900228146,99.6424626943882
4.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,324.438299621905,99.8629507509492
4.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,349.223253226703,99.8484396539909
4.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,374.749885120482,92.1051570826245
4.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,400.239433099812,89.7483130849785
4.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,425.042122489781,87.1576791918931
4.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,451.221753746684,84.5662391267544
4.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,476.719363446546,81.0384302217779
4.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,500.146723313689,78.2144095192796
6.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,98.5376038954233,11.9390050224519
6.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,125.99743637287,23.3983376732262
6.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,150.002015430133,36.7332296058624
6.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,174.549954451279,71.1450867844215
6.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,200.526430350765,98.0619623840119
6.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,223.919930991672,100.0
6.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,248.706496940577,99.9072902138774
6.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,273.491450545375,99.8927791169191
6.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,300.341816950573,99.8770587618809
6.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,324.438299621905,99.8629507509492
6.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,349.244213700087,96.8039308949316
6.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,375.441580742161,91.6363680336657
6.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,400.931128721491,89.2795240360197
6.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,425.042122489781,87.1576791918931
6.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,449.157953290391,84.3332554033681
6.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,476.027667824867,81.5072192707367
6.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,499.469538788968,76.5754617350434
8.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,99.2421982699547,9.59667212176424
8.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,124.636617947002,21.0572140306184
8.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,150.70822214877,34.1567037237087
8.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,174.661206194626,54.9857710632603
8.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,199.841184105511,97.5939795071064
8.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,224.611626613351,99.687205243343
8.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,250.771909740976,99.9060809557975
8.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,274.179921478842,99.8923760308925
8.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,298.96487508364,99.8778649339341
8.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,325.125158211265,100.0
8.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,349.93913400998,95.8667558830405
8.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,375.443193086268,91.4021750521996
8.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,402.308070588424,89.2787178639665
8.0,4.0,ZSM-5,25.0,550.0,6.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3.0,0.0,0.45,425.046959522101,86.4551002474948
