Fe,Cu,species,Si_Al,calcination_temp,calcination_time,Aging_O2,Aging_H2O,Aging_CO2,Aging_Temp,Aging_Time,NO,NH3,O2,H2O,GHSV,Measurement_Temp,Conversion
0.9,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,265.9176,55.35624
0.9,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,277.9026,68.87662
0.9,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,292.8839,78.90575
0.9,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,304.8689,84.82379
0.9,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,320.5993,87.25497
0.9,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,339.3258,89.11886
0.9,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,360.2996,93.33509
0.9,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,384.2697,95.81444
0.9,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,398.5019,96.48247
0.51,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,201.4981273,12.87425805
0.51,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,210.4869,17.60519
0.51,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,220.9738,20.00569
0.51,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,232.9588,26.50853
0.51,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,242.6966,31.82864
0.51,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,252.4345,38.90313
0.51,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,261.4232,47.14283
0.51,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,266.6667,53.02144
0.51,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,274.9064,60.67197
0.51,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,284.6442,68.33125
0.51,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,295.1311,75.41012
0.51,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,307.8652,80.74775
0.51,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,318.3521,86.07223
0.51,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,326.5918,89.0444
0.51,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,347.5655,93.26062
0.51,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,367.0412,96.88328
0.51,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,388.015,98.17553
0.51,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,399.2509,98.82603
0.28,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,200.7490637,8.191514992
0.28,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,209.7378,12.33765
0.28,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,220.2247,14.73816
0.28,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,231.4607,17.72784
0.28,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,244.9438,22.48505
0.28,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,254.6816,28.97475
0.28,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,265.9176,38.39718
0.28,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,274.1573,46.6325
0.28,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,281.6479,53.10905
0.28,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,289.8876,59.58999
0.28,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,296.6292,66.64695
0.28,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,305.618,72.54747
0.28,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,316.8539,80.80032
0.28,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,331.8352,85.56629
0.28,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,345.3184,87.98432
0.28,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,359.5506,90.40673
0.28,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,378.2772,91.10104
0.28,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,400.0,92.98246
0.11,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,200.7490637,2.343561776
0.11,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,206.7416,5.887378
0.11,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,214.9813,8.274744
0.11,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,227.7154,8.349213
0.11,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,238.2022,10.74972
0.11,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,250.1873,14.32858
0.11,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,261.4232,19.07265
0.11,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,271.9101,23.22754
0.11,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,283.1461,28.55641
0.11,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,292.1348,33.28734
0.11,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,303.3708,39.201
0.11,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,307.8652,46.24483
0.11,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,315.3558,50.96699
0.11,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,324.3446,56.86751
0.11,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,331.0861,61.5853
0.11,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,343.0712,69.25773
0.11,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,355.0562,72.83659
0.11,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,369.2884,77.01338
0.11,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,382.0225,80.01183
0.11,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,397.0037,81.85382
2.6,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,199.3665531,14.53673775
2.6,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,211.3326,17.99032
2.6,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,220.3093,20.87121
2.6,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,234.5229,25.48105
2.6,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,244.2936,34.75497
2.6,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,254.8105,44.02673
2.6,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,266.833,55.03829
2.6,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,274.3693,64.9001
2.6,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,281.8708,70.11085
2.6,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,293.1167,77.05491
2.6,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,302.8397,79.93362
2.6,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,317.7864,82.79715
2.6,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,334.2126,83.91219
2.6,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,351.3981,86.7692
2.6,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,365.5856,87.89075
2.6,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,377.5257,87.85604
2.6,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,389.4744,88.9841
5.1,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,200.0737575,9.302123782
5.1,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,210.5256,9.853136
5.1,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,221.7585,15.05304
5.1,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,232.9826,19.09018
5.1,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,242.7143,23.13166
5.1,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,249.4826,30.08873
5.1,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,258.4984,38.20205
5.1,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,266.0086,44.57557
5.1,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,272.0351,52.11619
5.1,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,281.0595,61.39228
5.1,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,289.3203,68.34501
5.1,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,296.8219,73.55576
5.1,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,308.8053,79.33488
5.1,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,323.0145,83.36334
5.1,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,337.9743,87.97102
5.1,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,356.6436,89.66093
5.1,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,373.0785,91.93874
5.1,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,383.5347,93.07113
5.1,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,393.9823,93.04076
1.2,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,200.121483,15.69733388
1.2,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,206.8464,16.84058
1.2,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,218.0749,21.4591
1.2,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,227.8196,27.24472
1.2,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,235.3168,31.87409
1.2,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,243.5777,38.82682
1.2,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,250.3417,45.20251
1.2,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,257.8693,53.90156
1.2,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,264.6203,58.53309
1.2,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,272.1348,65.48799
1.2,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,282.6344,72.43421
1.2,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,290.1534,79.9705
1.2,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,299.885,84.01197
1.2,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,304.3712,85.16172
1.2,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,320.8061,87.43953
1.2,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,332.0086,88.56976
1.2,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,342.4735,90.86492
1.2,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,357.4029,91.40291
1.2,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,368.6097,93.11452
1.2,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,385.0272,93.06679
1.2,0.0,Beta,19.0,450.0,4.0,10.0,5.0,0.0,750.0,1.0,500.0,500.0,10.0,5.0,3.0,393.2447,94.2057
0.0,1.6,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,151.0853722,18.23529412
0.0,1.6,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,186.6684,37.64706
0.0,1.6,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,205.1275,47.05882
0.0,1.6,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,243.4904,57.05882
0.0,1.6,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,273.9355,63.52941
0.0,1.6,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,314.9922,70.58824
0.0,1.6,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,357.5247,66.47059
0.0,1.6,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,396.153,56.47059
0.0,1.6,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,444.089,45.29412
0.0,1.6,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,478.7194,36.47059
0.0,1.6,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,506.6424,32.94118
0.0,1.6,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,546.4185,36.47059
0.0,1.6,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,590.2551,34.11765
0.0,1.6,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,151.3392857,15.10589701
0.0,1.6,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,184.8214,24.9031
0.0,1.6,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,215.625,37.03281
0.0,1.6,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,249.1071,47.41141
0.0,1.6,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,279.9107,54.30855
0.0,1.6,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,330.8036,58.82821
0.0,1.6,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,372.3214,53.48837
0.0,1.6,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,416.5179,51.04859
0.0,1.6,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,451.3393,51.54001
0.0,1.6,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,498.2143,51.41888
0.0,1.6,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,566.5179,52.40518
0.0,1.6,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,600.0,54.64424
0.9,0.0,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,149.8681421,27.61144722
0.9,0.0,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,174.8436,45.0638
0.9,0.0,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,191.2017,55.12809
0.9,0.0,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,202.0684,60.15421
0.9,0.0,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,237.6312,70.51209
0.9,0.0,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,271.635,79.86337
0.9,0.0,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,320.9654,87.83345
0.9,0.0,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,354.8219,90.78776
0.9,0.0,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,392.3548,86.6631
0.9,0.0,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,418.3541,81.89094
0.9,0.0,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,442.7944,76.11217
0.9,0.0,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,474.8591,67.95939
0.9,0.0,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,501.5797,61.16541
0.9,0.0,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,528.3546,56.7282
0.9,0.0,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,562.0249,51.60212
0.9,0.0,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,584.9217,45.49011
0.9,0.0,Beta,22.0,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,10.0,8.0,0.25,599.4338,42.09054
0.9,0.0,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,149.8424183,20.89041096
0.9,0.0,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,184.8523,31.84932
0.9,0.0,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,211.2753,43.83562
0.9,0.0,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,226.8117,51.71233
0.9,0.0,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,246.245,59.93151
0.9,0.0,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,259.4525,66.43836
0.9,0.0,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,282.0001,75.34247
0.9,0.0,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,311.588,81.50685
0.9,0.0,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,342.7598,84.58904
0.9,0.0,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,380.9908,82.53425
0.9,0.0,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,405.9474,82.53425
0.9,0.0,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,439.499,80.47945
0.9,0.0,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,470.7055,79.10959
0.9,0.0,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,501.9361,74.65753
0.9,0.0,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,528.4606,73.63014
0.9,0.0,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,557.3408,70.54795
0.9,0.0,Beta,22.0,500.0,2.0,0.0,10.0,0.0,600.0,20.0,1000.0,1000.0,10.0,8.0,0.25,590.1231,67.12329
0.37,0.0,SSZ-13,12.0,550.0,8.0,0.0,0.0,0.0,0.0,0.0,360.0,360.0,14.0,2.5,2.0,200.638115160189,3.92645601673454
0.37,0.0,SSZ-13,12.0,550.0,8.0,0.0,0.0,0.0,0.0,0.0,360.0,360.0,14.0,2.5,2.0,250.201475283496,8.91229769899813
0.37,0.0,SSZ-13,12.0,550.0,8.0,0.0,0.0,0.0,0.0,0.0,360.0,360.0,14.0,2.5,2.0,298.997247605416,23.0260486623362
0.37,0.0,SSZ-13,12.0,550.0,8.0,0.0,0.0,0.0,0.0,0.0,360.0,360.0,14.0,2.5,2.0,349.855334140702,37.6756578223054
